code,trend,regime,days,strategy_ann_return,strategy_ann_vol,sharpe_excess_rf,max_drawdown,benchmark_ann_return,active_ann_return_vs_bh,tracking_error_ann,information_ratio,capm_alpha_ann,capm_beta,capm_r2,avg_position
sz.159845,ma5_gt_ma20,bull_close_gt_ma200,41,0.633250344539521,0.20624212196921415,2.9734485791949963,-0.04788961038961059,1.1912151669553914,-0.5579648224158704,0.11202403908081511,-4.980759727948657,-0.1239493222101451,0.777645868036653,0.7677370847797063,0.9670781259696819
sh.588000,ret20_gt_0,bull_close_gt_ma200,394,0.956626748435446,0.37171791616858924,2.519724521458491,-0.16501893696227632,0.9908584558193665,-0.03423170738392045,0.17527041906652122,-0.1953079565065017,0.10462214346615889,0.8169760894777097,0.8187659447659557,0.8211174817925546
sh.588000,ma5_gt_ma20,bull_close_gt_ma200,394,0.9274812336640899,0.37323155733141,2.4314161432450745,-0.168405416751494,0.9908584558193665,-0.06337722215527664,0.1638147428128938,-0.3868835067406903,0.07902226314303265,0.8317609122257623,0.8417989246683111,0.8478552775240424
sh.588000,close_gt_ma20,bull_close_gt_ma200,394,0.8972764331998662,0.38277693732505663,2.2918737981721122,-0.2054466081460956,0.9908584558193665,-0.09358202261950033,0.1470704270942059,-0.6363075464488616,0.039242116161049716,0.868403964166844,0.8724089936332233,0.826052278217729
sh.588080,close_gt_ma20,bull_close_gt_ma200,393,0.8720113306992596,0.3721961214248363,2.2891461830327544,-0.20222176865239216,0.8938086602672106,-0.021797329567950996,0.15117498174769847,-0.1441860902905837,0.07820111978021044,0.8537141960566261,0.860285075113141,0.8247698546903687
sh.588080,ma5_gt_ma20,bull_close_gt_ma200,393,0.7177717381700812,0.33818582558494786,2.063279077303641,-0.17716178565054308,0.8938086602672106,-0.1760369220971294,0.21701277434972857,-0.8111823030907654,0.08464983843055149,0.7057137599620997,0.7120449933106647,0.8392803153829606
sh.588080,ret20_gt_0,bull_close_gt_ma200,393,0.6730873215731816,0.33442695068575046,1.9528549365833419,-0.17004643748288673,0.8938086602672106,-0.220721338694029,0.22460468700485298,-0.9827102970885907,0.06955730136123532,0.6877308792150345,0.6915054062409747,0.8058814576105162
sh.510050,ma5_gt_ma20,bull_close_gt_ma200,972,0.28239959707477813,0.13863544085245932,1.8927310034238136,-0.09411641940870197,0.3021848309204662,-0.01978523384568809,0.13156295160162917,-0.15038605933376675,0.1004288760863136,0.5259041424743737,0.530787258392926,0.685406521199296
sh.510050,ret20_gt_0,bull_close_gt_ma200,972,0.2610320646490396,0.13699024736983645,1.7594833886117347,-0.09253417455310198,0.3021848309204662,-0.04115276627142661,0.133085887780878,-0.3092196096642751,0.08641686284021949,0.5142938816641731,0.5198753872406887,0.6883646926612558
sz.159949,ret20_gt_0,bull_close_gt_ma200,972,0.566171070376706,0.325462650776331,1.6781374731445091,-0.2479949606727604,0.7400827676601016,-0.17391169728339562,0.13484089521798145,-1.2897548403416708,-0.025391113303271408,0.8492357705705691,0.8553075638124706,0.7579905655444664
sh.512100,ma5_gt_ma20,bull_close_gt_ma200,156,0.34345381387325946,0.19737809740613843,1.6387523140812283,-0.08075709509986417,0.26963841055683835,0.07381540331642111,0.10864829262119728,0.6793977294588404,0.10869448956604115,0.7601803086724327,0.7740326844457366,0.7943875857527474
sh.510050,close_gt_ma20,bull_close_gt_ma200,972,0.23177473806111237,0.13749635067368113,1.5402207914864263,-0.11825264976452166,0.3021848309204662,-0.07041009285935385,0.13288459778855857,-0.5298589455144228,0.062335516701258656,0.5169027075908064,0.5213040657790634,0.6543651163610164
sz.159949,ma5_gt_ma20,bull_close_gt_ma200,972,0.48998565740776656,0.3215821214139496,1.4614794359254435,-0.2479674796747965,0.7400827676601016,-0.25009711025233505,0.14507125619130215,-1.723960464797642,-0.06381809975022326,0.8278444167339625,0.83249517728388,0.7431111770526951
sh.510300,ma5_gt_ma20,bull_close_gt_ma200,1050,0.22377997502815772,0.1396034522666735,1.4597058433690655,-0.13744811047064032,0.3273573577219844,-0.10357738269382666,0.13726129260595604,-0.7546000822764526,0.04803598431930924,0.5082513881929565,0.5208251769530072,0.6916949061875456
sz.159949,close_gt_ma20,bull_close_gt_ma200,972,0.45986363904660466,0.3266379841991533,1.3466395836511682,-0.24796747967479638,0.7400827676601016,-0.28021912861349696,0.1330332310523972,-2.106384445425732,-0.0983571948803462,0.8542136220450403,0.8591474033977947,0.7596202456499461
sh.510300,close_gt_ma20,bull_close_gt_ma200,1050,0.2016206400020908,0.1389576936451594,1.3070211172752693,-0.12097792662768636,0.3273573577219844,-0.1257367177198936,0.14022819966506614,-0.8966578621148575,0.03327895236267027,0.4954865039921299,0.4996036518621627,0.664568539871134
sz.159915,ma5_gt_ma20,bull_close_gt_ma200,1120,0.3936849048444562,0.2870209514913114,1.301942951909447,-0.2004251442453684,0.5931359656957584,-0.19945106085130226,0.14966277859802046,-1.332669770798578,-0.0362280973277855,0.7792797998957628,0.791610660847895,0.6506509486955612
sz.159915,ret20_gt_0,bull_close_gt_ma200,1120,0.37739364847560664,0.2988327614969806,1.1959654178653958,-0.24985866889696817,0.5931359656957584,-0.2157423172201518,0.12777272926729094,-1.6884848469412834,-0.07473407971103481,0.8397762339802999,0.8480525016459675,0.7339438636985243
sh.510300,ret20_gt_0,bull_close_gt_ma200,1050,0.17032143367659947,0.1613271964356742,0.9317798672373071,-0.2380268995203605,0.3273573577219844,-0.1570359240453849,0.10417931519480601,-1.50736183811289,-0.04565994901498504,0.6930715020551007,0.7252171228703514,0.8064372371260053
sz.159915,close_gt_ma20,bull_close_gt_ma200,1120,0.2643178694810391,0.2645689266728526,0.9234564034163598,-0.19785697742465458,0.5931359656957584,-0.32881809621471936,0.18112104406862,-1.8154604723355197,-0.08686156547494779,0.6731674217110186,0.6952171952644877,0.5305332501739759
sh.510500,ma5_gt_ma20,bull_close_gt_ma200,1070,0.16047012743322986,0.19041249768882768,0.737714851379064,-0.2158596947334327,0.35449322191837385,-0.194023094485144,0.10763253123561907,-1.8026436083753041,-0.08537542710802164,0.7551795640966608,0.7603977098747536,0.5721696092115642
sh.512100,close_gt_ma20,bull_close_gt_ma200,156,0.17248417116090953,0.21739200201432723,0.7014249362810507,-0.1412897856988038,0.26963841055683835,-0.09715423939592882,0.0708212587410949,-1.3718231096555458,-0.05881078375460153,0.9047690229213743,0.9038831841364947,0.8777825890249307
sh.510500,ret20_gt_0,bull_close_gt_ma200,1070,0.1518085454204421,0.19195017962755306,0.6866810214827324,-0.2162842290863265,0.35449322191837385,-0.20268467649793176,0.10459897409520497,-1.9377310174519509,-0.09651730029452174,0.7679195188295969,0.773723181927044,0.5405228285329946
sh.510500,close_gt_ma20,bull_close_gt_ma200,1070,0.10491815884281608,0.18987145912738776,0.4472402499727099,-0.1957442490095418,0.35449322191837385,-0.24957506307555777,0.1045376540735884,-2.38741786667483,-0.13598199651889367,0.7598430605903165,0.7742115912684748,0.5773770903677419
sh.512100,ret20_gt_0,bull_close_gt_ma200,156,0.08853197748046071,0.21747356321235928,0.315127854936282,-0.1206302018340425,0.26963841055683835,-0.18110643307637764,0.06896501551702394,-2.6260623842196007,-0.13380093459651823,0.9075951244871558,0.9088565740756511,0.7999138449620433
