model,code,trend,regime,days,strategy_ann_return,strategy_ann_vol,sharpe_excess_rf,max_drawdown,benchmark_ann_return,active_ann_return_vs_bh,tracking_error_ann,information_ratio,capm_alpha_ann,capm_beta,capm_r2,avg_position
HAR-YZ,sh.512100,ret20_gt_0,bull_close_gt_ma200,156,0.0885319774804607,0.2174735632123592,0.315127854936282,-0.1206302018340425,0.2696384105568383,-0.1811064330763776,0.0689650155170239,-2.6260623842196007,-0.1338009345965182,0.9075951244871558,0.9088565740756512,0.7999138449620433
EGARCH,sz.159915,ret20_gt_0,bear_close_le_ma200,944,-0.034343185697452,0.1485831284969909,-0.3657426401447229,-0.2804497708243433,-0.2764290405285287,0.2420858548310765,0.202488216493591,1.1955552724162537,0.0675973902722559,0.3600919994111371,0.3972286316558828,0.3334276325558813
EGARCH,sh.510500,ma5_gt_ma20,bear_close_le_ma200,928,-0.0733901275420341,0.1803993219337072,-0.5176855796406648,-0.4181948037220043,-0.2349794774307968,0.1615893498887627,0.1362995992879597,1.185545304116217,0.0838128776205795,0.6288128045428338,0.6586676930172044,0.6674560470859784
EGARCH,sh.588000,close_gt_ma20,bear_close_le_ma200,243,-0.0687407378509602,0.1188567342086702,-0.746619351791738,-0.1717780515694951,-0.2926070496364006,0.2238663117854403,0.2155482406810335,1.0385902992208405,-0.0060178639567771,0.2322582418574253,0.2305736274533705,0.200827051651047
EGARCH,sh.510500,ret20_gt_0,bear_close_le_ma200,928,-0.0982461849663208,0.1838871728133332,-0.6430366140130636,-0.5149755965757271,-0.2349794774307968,0.1367332924644759,0.1357167642816378,1.007490070870896,0.0608970524187897,0.6419936895342657,0.6607726478842628,0.4463824360707711
EGARCH,sz.159915,ma5_gt_ma20,bear_close_le_ma200,944,-0.0788846703409897,0.157229619719053,-0.6289188418675988,-0.3997537766357544,-0.2764290405285287,0.1975443701875389,0.1977893271723802,0.998761525769144,0.0320517615007364,0.3935455665385374,0.4237150763256042,0.3240874644975906
EGARCH,sz.159915,close_gt_ma20,bear_close_le_ma200,944,-0.0810145097587234,0.1589446016365402,-0.6355328128080381,-0.42854539613567,-0.2764290405285287,0.1954145307698052,0.1959483704347762,0.9972756105917768,0.0329197849498779,0.4029130706158966,0.4345940185350804,0.3173934539352205
EGARCH,sz.159949,close_gt_ma20,bear_close_le_ma200,676,-0.0918496553909499,0.1695798253508326,-0.6595693512453586,-0.3073441243797783,-0.2583840263762635,0.1665343709853136,0.1911592854271602,0.8711811754955021,0.0241099071909306,0.4457979892362316,0.4962679793848951,0.4471917453769878
EGARCH,sh.510500,close_gt_ma20,bear_close_le_ma200,928,-0.1000753682850918,0.1619222450874862,-0.7415619034939606,-0.4409747451847071,-0.2349794774307968,0.1349041091457049,0.1644735295109595,0.8202177550808607,0.0159428589469286,0.4923196679046608,0.5011580940144275,0.3836418107493313
EGARCH,sz.159949,ret20_gt_0,bear_close_le_ma200,676,-0.0984515943228885,0.1400382159309154,-0.8458519236015105,-0.3364305031660453,-0.2583840263762635,0.159932432053375,0.2272098477126942,0.7038974483870472,-0.035352772307188,0.2770968100469007,0.2811631011323763,0.307819012140793
